,0
0,6.744279319999805
1,0.006207187999962116
2,0.006166614999983722
3,0.0072084379999068915
4,0.0052700520000144024
5,0.005352395999807413
6,0.004911353999887069
7,0.0064726560001417965
8,0.004538749999937863
9,12494129.0
10,8787200.0
11,8787200.0
12,8787200.0
13,8787200.0
14,8787200.0
15,8787200.0
16,8787200.0
17,8787200.0
