,0
0,0.11821093799994742
1,0.41943572900004256
2,0.46103473900006975
3,0.09661333300005026
4,0.09753963499997553
5,0.0972911460000887
6,0.09673567700019703
7,0.09788119799986816
8,0.10234187500009284
9,35219042.0
10,35214280.0
11,35214280.0
12,35214280.0
13,35214280.0
14,35214280.0
15,35214280.0
16,35214280.0
17,35214280.0
