,0
0,4.350007549999873
1,1.6472288539998772
2,1.7259519780000119
3,1.7456665619999967
4,1.7016899990001093
5,1.785642499000005
6,1.6172440089999327
7,1.642821873999992
8,1.578033540999968
9,13355780.0
10,10644095.0
11,10705135.0
12,10899540.0
13,10817597.0
14,10987046.0
15,10740935.0
16,10607482.0
17,10527605.0
