,0
0,2.3895282280000174
1,0.06572775999984515
2,0.06661562499994034
3,0.0583005729999968
4,0.06248682299997199
5,0.048847917000102825
6,0.058803386000136015
7,0.05739114600009998
8,0.07632171899967943
9,7078990.0
10,14295.0
11,13495.0
12,13388.0
13,13495.0
14,13607.0
15,13495.0
16,13609.0
17,13570.0
