,0
0,0.7448166149997633
1,2.0105222909996883
2,0.3585314580004706
3,0.779081405999932
4,0.3289511979992312
5,0.3008355729998584
6,0.45821953199993004
7,0.29255088599984447
8,0.3259335419988929
9,88438361.0
10,87821534.0
11,87821534.0
12,87821534.0
13,87821534.0
14,87821534.0
15,87821534.0
16,87821534.0
17,87821534.0
