,0
0,16.720378170000004
1,0.3069388540006912
2,0.3663517190007042
3,0.4152955210001892
4,0.3824770830005946
5,0.4368397920006828
6,0.36243395899964526
7,0.32459098900108074
8,0.3112130209992756
9,43735234.0
10,21939201.0
11,21939201.0
12,21939201.0
13,21939201.0
14,21939201.0
15,21939201.0
16,21939201.0
17,21939201.0
