,0
0,21.789727856000354
1,13.310988224000539
2,14.43287421399964
3,13.403083641000194
4,13.650181244999658
5,13.492854785999953
6,13.313701766000122
7,13.709467754999423
8,13.599108328000511
9,24016175.0
10,21939308.0
11,21939308.0
12,21939308.0
13,21939308.0
14,21939308.0
15,21939308.0
16,21939308.0
17,21939308.0
