,0
0,196.54970127899924
1,164.2031173330006
2,165.01457483299964
3,164.62386639499982
4,167.9413238420002
5,171.08531259099982
6,166.27188550899973
7,167.7115246229996
8,164.61657926000044
9,10454125.0
10,2686894.0
11,2944050.0
12,3555638.0
13,3227202.0
14,3746874.0
15,3102126.0
16,2712974.0
17,2564262.0
